d_obs,d_valid_obs,d_invalid_obs,invalid_support_pct,k_obs,k_valid,k_invalid,k_gap,row_obs,row_valid_obs,row_invalid_obs,invalid_row_pct
667,391,276,41.38,9.3815,8.611,8.1085,0.7705,5332,4832,500,9.38
