model,n_splits,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,f1_valid_mean,f1_valid_std,f1_valid_ci95_low,f1_valid_ci95_high,f1_invalid_mean,f1_invalid_std,f1_invalid_ci95_low,f1_invalid_ci95_high,precision_invalid_mean,precision_invalid_std,precision_invalid_ci95_low,precision_invalid_ci95_high,recall_invalid_mean,recall_invalid_std,recall_invalid_ci95_low,recall_invalid_ci95_high,roc_auc_mean,roc_auc_std,roc_auc_ci95_low,roc_auc_ci95_high,brier_mean,brier_std,brier_ci95_low,brier_ci95_high,log_loss_mean,log_loss_std,log_loss_ci95_low,log_loss_ci95_high,ece_10bin_mean,ece_10bin_std,ece_10bin_ci95_low,ece_10bin_ci95_high
live_blind_all_valid_baseline,30,0.90625,0.0,0.90625,0.90625,0.9508196721311474,1.1292025708167404e-16,0.9508196721311474,0.9508196721311474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.09375,0.0,0.09375,0.09375,3.3790925052297336,5.344362000186424e-16,3.3790925052297336,3.3790925052297336,0.09375,0.0,0.09375,0.09375
ml_validity_classifier,30,0.9994375000000001,0.0010554405437443158,0.9990598154519761,0.9998151845480241,0.9996892698504419,0.0005836016919655427,0.9994804306670673,0.9998981090338166,0.9970351695776917,0.0055119445834815395,0.9950627455400853,0.999007593615298,0.9952563560981997,0.01100816702007797,0.9913171341209948,0.9991955780754047,0.9988888888888888,0.0025269934785963613,0.9979846158860369,0.9997931618917407,0.9999970881226052,7.292962713816345e-06,0.9999944783694148,0.9999996978757957,0.010065005153946104,0.0007390076107418116,0.009800554676746197,0.010329455631146012,0.06832603873383873,0.0028963251675222434,0.06728960208346578,0.06936247538421168,0.06200216000989475,0.0024607158895785988,0.061121604137676804,0.0628827158821127
