split_id,n_rows,n_train,valid_rate,invalid_rate,model,n_test,n_invalid_test,accuracy,f1_valid,f1_invalid,precision_invalid,recall_invalid,recall_invalid_ci_low_wilson,recall_invalid_ci_high_wilson,roc_auc,brier,log_loss,ece_10bin
30,5332,3732,0.9062265566391597,0.09377344336084026,live_blind_all_valid_baseline,1600,150,0.90625,0.9508196721311475,0.0,0.0,0.0,0.0,0.02497113914571871,0.5,0.09375,3.379092505229733,0.09375
30,5332,3732,0.9062265566391597,0.09377344336084026,ml_validity_classifier,1600,150,0.999375,0.9996552912788693,0.9966555183946488,1.0,0.9933333333333333,0.9632062470660241,0.9988222289768665,0.9999954022988505,0.010298137969411349,0.07053961076322376,0.0637176640465264
